Resp;Desc Resp;VP;Gerencia;Proc;Desc Proc;Item;Desc Item;Classif;CC; Jan-25 ; Feb-25 ; Mar-25 ; Apr-25 ; May-25 ; Jun-25 ; Jul-25 ; Aug-25 ; Sep-25 ; Oct-25 ; Nov-25 ; Dec-25 ; FY25 ; FY26 ; FY27 ; FY28 ; FY29 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;4523;Contratos Modificaciones/Construccion/Mo;Contractors;258151124523; 30.647 ; 39.134 ; 43.877 ; 40.319 ; 40.319 ; 34.183 ; 39.529 ; 39.529 ; 45.458 ; 41.110 ; 32.415 ; 45.853 ; 472.375 ; 690.691 ; 705.767 ; 794.924 ; 803.444 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;4528;Contratos Mantencion Infraestructura    ;Contractors;258151124528; 38.647 ; 43.722 ; 46.845 ; 46.064 ; 44.503 ; 43.332 ; 46.064 ; 38.257 ; 38.647 ; 40.990 ; 40.209 ; 40.599 ; 507.880 ; 633.480 ; 589.067 ; 584.198 ; 607.759 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;4551;Contratos Rep. y Mant. Sist. de Climatiz;Contractors;258151124551; 7.638 ; 8.087 ; 8.087 ; 7.413 ; 7.937 ; 8.836 ; 7.488 ; 8.311 ; 8.386 ; 8.611 ; 7.338 ; 8.985 ; 97.117 ; 98.034 ; 96.091 ; 92.732 ; 97.832 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;4559;Arriendo de Equipos Plantas             ;Contractors;258151124559; 54.326 ; 60.362 ; 59.155 ; 61.569 ; 70.020 ; 59.859 ; 59.155 ; 66.398 ; 63.984 ; 71.227 ; 54.326 ; 64.588 ; 744.970 ; 806.000 ; 673.616 ; 778.402 ; 790.473 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;6123;Flete Cargas Varias                     ;Expenses;258151126123; 10.892 ; 10.701 ; 11.274 ; 10.414 ; 11.465 ; 9.459 ; 10.128 ; 10.510 ; 9.841 ; 10.701 ; 10.892 ; 9.363 ; 125.641 ; 137.332 ; 120.860 ; 126.739 ; 121.697 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4532;Contratos Reparacion y Mantencion Bombas;Contractors;258154014532; 12.515 ; 12.405 ; 12.515 ; 10.978 ; 11.308 ; 12.515 ; 12.515 ; 12.515 ; 12.625 ; 12.515 ; 10.978 ; 12.186 ; 145.570 ; 130.545 ; 134.361 ; 151.646 ; 140.804 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4537;Contratos Reparacion y Mant. Compresores;Contractors;258154014537; 15.552 ; 14.355 ; 13.159 ; 13.292 ; 13.292 ; 14.488 ; 15.951 ; 15.419 ; 15.153 ; 15.419 ; 14.621 ; 14.090 ; 174.791 ; 182.009 ; 172.157 ; 186.775 ; 159.329 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4547;Contratos Mantencion Gruas Puente       ;Contractors;258154014547; 21.496 ; 21.715 ; 21.715 ; 22.812 ; 23.689 ; 26.321 ; 23.908 ; 22.373 ; 22.373 ; 22.373 ; 24.786 ; 25.883 ; 279.443 ; 308.252 ; 278.877 ; 310.825 ; 315.505 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4553;Contratos Rep. y Mant. Sist. Oleohidraul;Contractors;258154014553; 3.217 ; 3.717 ; 3.717 ; 3.467 ; 3.311 ; 3.279 ; 3.061 ; 3.279 ; 3.061 ; 3.623 ; 3.279 ; 3.623 ; 40.633 ; 39.015 ; 40.823 ; 38.308 ; 39.684 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4591;Otros Ctos. Reparacion/Mantencion Planta;Contractors;258154014591; 156.254 ; 156.254 ; 305.358 ; 130.879 ; 154.918 ; 239.659 ; 200.932 ; 157.589 ; 215.078 ; 150.912 ; 204.911 ; 210.981 ; 2.283.727 ; 2.489.837 ; 3.048.609 ; 2.975.042 ; 3.446.159 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4104;Lubricantes                             ;S&C;258154014104; 1.146 ; 1.135 ; 1.167 ; 1.021 ; 1.229 ; 1.083 ; 1.073 ; 1.135 ; 1.052 ; 1.104 ; 1.042 ; 1.104 ; 13.292 ; 12.637 ; 14.110 ; 12.156 ; 13.985 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4118;Materiales Electricos                   ;S&C;258154014118; 6.713 ; 7.129 ; 6.654 ; 6.416 ; 6.891 ; 6.297 ; 6.416 ; 6.475 ; 6.059 ; 6.891 ; 6.475 ; 6.178 ; 78.595 ; 78.492 ; 77.648 ; 80.646 ; 83.315 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4122;Materiales Talleres                     ;S&C;258154014122; 19.056 ; 19.219 ; 18.893 ; 18.893 ; 18.568 ; 17.102 ; 18.079 ; 18.079 ; 16.450 ; 16.124 ; 19.382 ; 18.079 ; 217.925 ; 199.547 ; 228.369 ; 221.105 ; 212.803 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4125;Otros Materiales                        ;S&C;258154014125; 17.588 ; 16.545 ; 15.800 ; 17.141 ; 15.651 ; 15.054 ; 14.756 ; 16.694 ; 17.588 ; 15.651 ; 14.607 ; 15.204 ; 192.280 ; 180.826 ; 184.197 ; 212.995 ; 205.467 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4304;Repuestos Materiales Desgastes          ;Spare Parts;258154014304; 5.787 ; 5.896 ; 8.107 ; 6.278 ; 6.442 ; 6.169 ; 6.388 ; 5.678 ; 5.951 ; 5.842 ; 9.183 ; 6.551 ; 78.271 ; 77.295 ; 70.566 ; 71.973 ; 75.194 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4312;Repuestos Correas Transportadoras       ;Spare Parts;258154014312; 10.897 ; 10.530 ; 18.491 ; 10.164 ; 10.164 ; 10.622 ; 10.988 ; 9.157 ; 9.157 ; 9.340 ; 19.157 ; 10.072 ; 138.739 ; 119.876 ; 133.909 ; 130.748 ; 130.469 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4321;Repuestos Bombas                        ;Spare Parts;258154014321; 55.892 ; 62.599 ; 60.363 ; 55.333 ; 61.481 ; 57.009 ; 59.245 ; 55.892 ; 63.157 ; 59.245 ; 60.922 ; 65.393 ; 716.530 ; 805.607 ; 670.768 ; 705.499 ; 696.756 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4326;Repuestos Electricos                    ;Spare Parts;258154014326; 19.504 ; 20.284 ; 21.064 ; 19.504 ; 20.674 ; 20.284 ; 20.869 ; 21.454 ; 23.405 ; 19.114 ; 20.089 ; 19.699 ; 245.946 ; 264.728 ; 245.661 ; 241.548 ; 278.210 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5401;Planta Filtrado Puerto Patache          ;4371;Repuestos Varios                        ;Spare Parts;258154014371; 182.698 ; 202.401 ; 333.703 ; 200.610 ; 202.401 ; 191.654 ; 197.028 ; 211.357 ; 182.698 ; 188.072 ; 363.439 ; 179.116 ; 2.635.177 ; 2.834.704 ; 2.598.260 ; 2.693.973 ; 2.923.302 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4536;Contratos Reparacion y Mantencion Correa;Contractors;258154024536; 21.139 ; 24.188 ; 21.546 ; 23.782 ; 22.359 ; 21.343 ; 21.749 ; 20.936 ; 24.188 ; 23.172 ; 23.172 ; 23.985 ; 271.560 ; 261.239 ; 263.263 ; 242.049 ; 253.392 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4547;Contratos Mantencion Gruas Puente       ;Contractors;258154024547; 5.471 ; 5.319 ; 5.774 ; 5.673 ; 5.319 ; 5.471 ; 5.471 ; 5.167 ; 5.673 ; 5.623 ; 5.420 ; 5.876 ; 66.255 ; 65.709 ; 60.188 ; 63.938 ; 63.145 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4591;Otros Ctos. Reparacion/Mantencion Planta;Contractors;258154024591; 60.561 ; 57.833 ; 52.997 ; 61.653 ; 54.560 ; 57.288 ; 52.997 ; 62.198 ; 53.469 ; 62.744 ; 51.511 ; 61.107 ; 688.917 ; 761.883 ; 696.696 ; 653.773 ; 658.088 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4104;Lubricantes                             ;S&C;258154024104; 1.893 ; 1.792 ; 1.976 ; 1.675 ; 1.993 ; 1.826 ; 1.976 ; 1.976 ; 1.658 ; 1.641 ; 1.826 ; 1.859 ; 22.091 ; 22.129 ; 21.891 ; 22.337 ; 23.689 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4118;Materiales Electricos                   ;S&C;258154024118; 130 ; 148 ; 148 ; 131 ; 134 ; 149 ; 131 ; 134 ; 135 ; 139 ; 140 ; 130 ; 1.649 ; 1.820 ; 1.590 ; 1.624 ; 1.650 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4122;Materiales Talleres                     ;S&C;258154024122; 1.301 ; 1.301 ; 1.233 ; 1.132 ; 1.301 ; 1.211 ; 1.256 ; 1.313 ; 1.211 ; 1.324 ; 1.313 ; 1.165 ; 15.060 ; 14.950 ; 15.596 ; 13.878 ; 16.276 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4125;Otros Materiales                        ;S&C;258154024125; 255 ; 220 ; 248 ; 259 ; 248 ; 233 ; 235 ; 218 ; 229 ; 218 ; 235 ; 224 ; 2.822 ; 2.798 ; 2.951 ; 3.036 ; 3.135 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4304;Repuestos Materiales Desgastes          ;Spare Parts;258154024304; 1.300 ; 1.425 ; 1.463 ; 1.338 ; 1.350 ; 1.388 ; 1.450 ; 1.475 ; 1.263 ; 1.450 ; 1.450 ; 1.300 ; 16.650 ; 15.915 ; 14.704 ; 16.671 ; 17.081 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4312;Repuestos Correas Transportadoras       ;Spare Parts;258154024312; 51.800 ; 55.126 ; 49.899 ; 48.473 ; 50.374 ; 52.750 ; 52.750 ; 47.998 ; 55.601 ; 46.572 ; 50.849 ; 47.523 ; 609.714 ; 662.144 ; 649.384 ; 662.108 ; 677.871 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4313;Repuestos Feeders                       ;Spare Parts;258154024313; 80.000 ; 71.333 ; 72.667 ; 68.667 ; 72.000 ; 68.000 ; 73.333 ; 76.667 ; 73.333 ; 65.333 ; 74.000 ; 75.333 ; 870.667 ; 892.424 ; 1.052.602 ; 878.503 ; 1.109.677 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4319;Repuestos Shiploader                    ;Spare Parts;258154024319; 458 ; 475 ; 488 ; 446 ; 408 ; 446 ; 463 ; 425 ; 479 ; 417 ; 458 ; 421 ; 5.383 ; 5.705 ; 5.595 ; 4.912 ; 5.893 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4321;Repuestos Bombas                        ;Spare Parts;258154024321; 761 ; 646 ; 761 ; 704 ; 755 ; 761 ; 729 ; 729 ; 691 ; 755 ; 723 ; 742 ; 8.758 ; 8.222 ; 7.602 ; 8.152 ; 8.512 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4326;Repuestos Electricos                    ;Spare Parts;258154024326; 13.853 ; 14.234 ; 13.980 ; 13.218 ; 13.599 ; 13.472 ; 14.489 ; 13.726 ; 12.582 ; 13.853 ; 14.743 ; 14.616 ; 166.364 ; 167.922 ; 152.527 ; 172.532 ; 164.530 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5402;Shiploading                             ;4371;Repuestos Varios                        ;Spare Parts;258154024371; 12.202 ; 11.667 ; 12.309 ; 11.453 ; 11.881 ; 10.918 ; 11.774 ; 12.095 ; 12.523 ; 12.630 ; 10.596 ; 11.132 ; 141.179 ; 132.421 ; 152.620 ; 135.106 ; 137.281 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4519;Contratos Servicios Metalmecanicos      ;Contractors;258155014519; 12.386 ; 11.211 ; 10.677 ; 11.425 ; 12.813 ; 10.464 ; 12.065 ; 12.492 ; 11.104 ; 12.065 ; 12.172 ; 10.998 ; 139.872 ; 142.356 ; 130.677 ; 128.417 ; 126.705 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4591;Otros Ctos. Reparacion/Mantencion Planta;Contractors;258155014591; 116.401 ; 114.225 ; 188.112 ; 119.664 ; 120.752 ; 116.401 ; 182.887 ; 124.016 ; 110.961 ; 106.610 ; 177.661 ; 124.016 ; 1.601.704 ; 1.653.340 ; 1.754.530 ; 1.743.427 ; 1.604.939 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4104;Lubricantes                             ;S&C;258155014104; 156 ; 169 ; 158 ; 161 ; 164 ; 191 ; 185 ; 180 ; 190 ; 163 ; 172 ; 161 ; 2.049 ; 2.029 ; 1.912 ; 2.125 ; 2.005 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4118;Materiales Electricos                   ;S&C;258155014118; 903 ; 854 ; 821 ; 911 ; 838 ; 862 ; 805 ; 846 ; 969 ; 846 ; 969 ; 911 ; 10.534 ; 11.736 ; 10.537 ; 10.658 ; 9.941 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4122;Materiales Talleres                     ;S&C;258155014122; 5.237 ; 5.568 ; 5.332 ; 4.671 ; 4.624 ; 4.671 ; 4.954 ; 4.860 ; 4.671 ; 5.049 ; 4.860 ; 4.813 ; 59.308 ; 66.286 ; 74.896 ; 75.637 ; 70.572 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4125;Otros Materiales                        ;S&C;258155014125; 5.494 ; 5.385 ; 5.385 ; 6.147 ; 5.440 ; 5.603 ; 5.331 ; 5.440 ; 5.929 ; 6.201 ; 5.657 ; 6.419 ; 68.429 ; 77.097 ; 75.622 ; 67.365 ; 65.854 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4159;Filtros                                 ;S&C;258155014159; 336 ; 333 ; 288 ; 296 ; 288 ; 302 ; 327 ; 313 ; 305 ; 299 ; 299 ; 339 ; 3.723 ; 4.069 ; 3.822 ; 3.322 ; 3.617 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4312;Repuestos Correas Transportadoras       ;Spare Parts;258155014312; 552 ; 601 ; 547 ; 649 ; 563 ; 557 ; 563 ; 536 ; 590 ; 552 ; 628 ; 584 ; 6.922 ; 6.890 ; 6.945 ; 6.444 ; 6.422 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4317;Repuestos Flotacion                     ;Spare Parts;258155014317; 72.222 ; 72.916 ; 193.265 ; 79.860 ; 77.083 ; 83.333 ; 80.555 ; 74.305 ; 68.749 ; 73.610 ; 200.106 ; 77.083 ; 1.153.086 ; 965.639 ; 1.268.959 ; 1.030.449 ; 964.850 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4321;Repuestos Bombas                        ;Spare Parts;258155014321; 83.700 ; 82.075 ; 102.974 ; 88.576 ; 81.263 ; 97.515 ; 84.513 ; 92.639 ; 93.452 ; 95.077 ; 108.022 ; 87.764 ; 1.097.570 ; 985.912 ; 1.015.512 ; 1.007.653 ; 1.083.999 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4326;Repuestos Electricos                    ;Spare Parts;258155014326; 21.521 ; 20.724 ; 23.514 ; 19.728 ; 20.326 ; 20.126 ; 20.126 ; 21.322 ; 20.326 ; 19.728 ; 20.924 ; 20.126 ; 248.492 ; 251.322 ; 265.197 ; 258.652 ; 281.857 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4328;Repuesto Instrumentacion                ;Spare Parts;258155014328; 3.392 ; 3.634 ; 3.807 ; 3.392 ; 3.634 ; 3.496 ; 3.565 ; 4.119 ; 4.084 ; 3.530 ; 4.154 ; 3.946 ; 44.754 ; 41.575 ; 43.184 ; 42.866 ; 45.638 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5501;Planta Molibdeno                        ;4371;Repuestos Varios                        ;Spare Parts;258155014371; 10.682 ; 10.968 ; 85.617 ; 9.919 ; 9.919 ; 10.301 ; 10.491 ; 9.538 ; 10.587 ; 9.538 ; 77.834 ; 9.919 ; 265.313 ; 194.189 ; 254.094 ; 211.217 ; 220.333 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5601;Planta Tratamiento Agua FAD             ;4573;Contrato Mantencion DCS                 ;Contractors;258156014573; 14.973 ; 13.337 ; 13.841 ; 12.582 ; 13.589 ; 14.470 ; 13.715 ; 13.212 ; 12.960 ; 14.847 ; 12.708 ; 13.463 ; 163.697 ; 152.644 ; 164.460 ; 167.813 ; 149.314 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5601;Planta Tratamiento Agua FAD             ;4591;Otros Ctos. Reparacion/Mantencion Planta;Contractors;258156014591; 13.249 ; 13.992 ; 12.259 ; 14.611 ; 13.125 ; 14.487 ; 14.487 ; 12.754 ; 14.364 ; 12.754 ; 13.497 ; 14.611 ; 164.191 ; 157.655 ; 148.604 ; 176.942 ; 151.393 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5601;Planta Tratamiento Agua FAD             ;4326;Repuestos Electricos                    ;Spare Parts;258156014326; 788 ; 941 ; 844 ; 804 ; 828 ; 812 ; 876 ; 933 ; 836 ; 860 ; 933 ; 901 ; 10.357 ; 9.658 ; 10.510 ; 11.107 ; 11.566 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5601;Planta Tratamiento Agua FAD             ;4371;Repuestos Varios                        ;Spare Parts;258156014371; 8.101 ; 9.045 ; 8.809 ; 7.944 ; 9.124 ; 9.360 ; 8.573 ; 9.281 ; 7.944 ; 8.573 ; 8.259 ; 8.809 ; 103.821 ; 110.533 ; 94.393 ; 97.407 ; 107.478 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4591;Otros Ctos. Reparacion/Mantencion Planta;Contractors;258156024591; 19.328 ; 18.980 ; 12.630 ; 20.199 ; 18.631 ; 18.631 ; 14.735 ; 17.761 ; 18.457 ; 17.413 ; 13.125 ; 18.283 ; 208.174 ; 190.165 ; 199.639 ; 211.614 ; 216.884 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4118;Materiales Electricos                   ;S&C;258156024118; 579 ; 562 ; 607 ; 607 ; 657 ; 629 ; 546 ; 607 ; 607 ; 568 ; 551 ; 562 ; 7.081 ; 6.820 ; 6.879 ; 7.424 ; 7.540 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4122;Materiales Talleres                     ;S&C;258156024122; 44 ; 43 ; 44 ; 41 ; 42 ; 49 ; 40 ; 40 ; 49 ; 45 ; 41 ; 40 ; 516 ; 540 ; 529 ; 516 ; 505 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4125;Otros Materiales                        ;S&C;258156024125; 670 ; 653 ; 614 ; 586 ; 653 ; 648 ; 575 ; 558 ; 653 ; 569 ; 558 ; 608 ; 7.347 ; 7.979 ; 6.567 ; 7.512 ; 7.093 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4321;Repuestos Bombas                        ;Spare Parts;258156024321; 41.487 ; 39.876 ; 47.126 ; 48.335 ; 42.695 ; 46.321 ; 48.335 ; 39.876 ; 47.126 ; 45.918 ; 40.682 ; 44.307 ; 532.082 ; 532.187 ; 473.823 ; 556.388 ; 579.373 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4326;Repuestos Electricos                    ;Spare Parts;258156024326; 9.094 ; 8.677 ; 8.844 ; 8.844 ; 9.678 ; 9.428 ; 8.844 ; 8.677 ; 9.929 ; 9.261 ; 9.178 ; 9.178 ; 109.634 ; 199.121 ; 211.292 ; 215.459 ; 208.071 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4328;Repuesto Instrumentacion                ;Spare Parts;258156024328; 2.463 ; 2.343 ; 2.726 ; 2.511 ; 2.487 ; 2.559 ; 2.487 ; 2.463 ; 2.774 ; 2.630 ; 2.391 ; 2.439 ; 30.273 ; 30.158 ; 30.403 ; 32.462 ; 34.396 
2581;Ste. Mantención Puerto                  ;VPO PLANTAS;Gerencia Puerto                      ;5602;Planta Riles Patache                    ;4371;Repuestos Varios                        ;Spare Parts;258156024371; 26.149 ; 26.413 ; 26.677 ; 30.375 ; 27.997 ; 29.318 ; 30.375 ; 27.205 ; 28.790 ; 28.262 ; 26.413 ; 27.997 ; 335.969 ; 310.909 ; 335.816 ; 320.816 ; 360.926 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;3101;Remuneraciones Supervision              ;Labor;258251123101; 73.349 ; 57.550 ; 52.925 ; 76.847 ; 54.396 ; 60.368 ; 66.854 ; 56.530 ; 63.996 ; 70.746 ; 64.794 ; 64.126 ; 762.480 ; 823.248 ; 847.543 ; 877.222 ; 787.757 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;3201;Remuneraciones Operadores               ;Labor;258251123201; 6.521 ; 7.114 ; 7.667 ; 6.844 ; 7.002 ; 6.811 ; 7.383 ; 6.365 ; 6.985 ; 7.390 ; 6.812 ; 7.454 ; 84.347 ; 87.641 ; 78.530 ; 81.161 ; 82.764 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;4505;Contratos Control Calidad/Procesos      ;Contractors;258251124505; 93.400 ; 92.622 ; 87.173 ; 84.060 ; 90.287 ; 79.390 ; 85.617 ; 80.168 ; 85.617 ; 87.952 ; 80.947 ; 86.395 ; 1.033.627 ; 1.073.543 ; 1.204.989 ; 953.962 ; 1.292.907 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;4516;Contratos Servicios de Ingenieria       ;Contractors;258251124516; 44.377 ; 45.148 ; 43.219 ; 39.746 ; 42.061 ; 41.289 ; 41.675 ; 42.061 ; 45.534 ; 44.762 ; 39.360 ; 39.360 ; 508.594 ; 528.392 ; 495.204 ; 528.442 ; 457.922 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;4168;Reactivo Control de Olores              ;S&C;258251124168; 41.140 ; 37.680 ; 43.447 ; 44.216 ; 44.216 ; 45.369 ; 45.369 ; 40.371 ; 38.833 ; 41.140 ; 41.909 ; 45.369 ; 509.059 ; 554.188 ; 534.529 ; 503.636 ; 479.308 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;5111;Pasajes Nacionales                      ;Expenses;258251125111; 1.782 ; 2.664 ; 2.496 ; 2.856 ; 2.736 ; 2.568 ; 2.760 ; 2.544 ; 2.400 ; 2.664 ; 2.664 ; 2.568 ; 30.702 ; 33.873 ; 28.014 ; 28.674 ; 30.910 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;258251125112; 1.498 ; 2.016 ; 2.227 ; 1.997 ; 2.170 ; 2.035 ; 2.208 ; 2.074 ; 2.208 ; 2.035 ; 2.246 ; 2.266 ; 24.979 ; 25.518 ; 26.033 ; 26.609 ; 24.265 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;5113;Gastos Representacion Nacionales        ;Expenses;258251125113; 614 ; 548 ; 548 ; 603 ; 597 ; 630 ; 554 ; 538 ; 635 ; 597 ; 570 ; 543 ; 6.978 ; 7.546 ; 6.278 ; 7.442 ; 6.824 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;5121;Pasajes Internacionales                 ;Expenses;258251125121; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 16.905 ; -   ; -   ; -   ; -   ; 16.905 ; 18.230 ; 16.670 ; 19.936 ; 16.664 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;258251125122; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7.910 ; -   ; -   ; -   ; -   ; 7.910 ; 8.422 ; 7.822 ; 7.721 ; 8.502 
2582;Gerente de Puerto                      ;VPO PLANTAS;Gerencia Puerto                      ;5112;Dpto. Puerto            ;5123;Gastos Representacion Extranjero        ;Expenses;258251125123; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.966 ; -   ; -   ; -   ; -   ; 1.966 ; 1.945 ; 1.887 ; 1.961 ; 1.982 
